,cleaned_text,label
2996,is hashtag_eastasiavirus hashtag_eastasiavirus hate political correctness time danger important recognise danger know is origin fighting,discussion_of_eastasian_prejudice
2997,saw  ilhan omar tweet racist point fact hashtag_virus is hashtag_eastasiavirus facts are racist denying truth via pc is china amp hashtag_eastasiavirus is destroying health amp wealth world right hashtag_eastasiavirus  ,discussion_of_eastasian_prejudice
2998,virus generated hashtag_eastasia is is called hashtag_eastasiavirus like were born somalia are somali words does matter relatives marry will always somali,discussion_of_eastasian_prejudice
2999,hashtag_eastasia doctors say colleagues died vain amid official coverup hit harder hashtag_virus due throttling information officials central hospital wuhan has seen medicalstaff with covid,entity_directed_criticism
3000,facts are racist west nile ebola spanish flu lyme disease rocky mountain spotted fever handful diseasesviruses named places originated are moron get bent hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus,discussion_of_eastasian_prejudice
3001, hashtag_eastasiavirus is appropriate name anything else identifying origin hell even beloved called hashtag_eastasiavirus,discussion_of_eastasian_prejudice
3002,wuhan hk flight start march hashtag_eastasiavirus ccp put healed patient hospital making low infection should know is still sick will hashtag_eastasiavirus repeat hashtag_eastasia hashtag_eastasia hashtag_virus ,entity_directed_criticism
3003,john hopkins ok tried call hashtag_eastasia hashtag_virus will calling exactly  hashtag_eastasia hashtag_eastasiavirus hashtag_virus hashtag_virus hashtag_eastasiavirus hashtag_virus hashtag_virus hashtag_virus,discussion_of_eastasian_prejudice
3004,many leftists democrats claim names hashtag_eastasiavirus hashtag_eastasiavirus are bigoted racist simply outline place origination is   is greater cause preventing death    ,discussion_of_eastasian_prejudice
3005,viruses don have nationalities origin viruses have is hashtag_eastasia is damaging free world is shameful are supporting voice hashtag_eastasia hashtag_eastasia hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus,discussion_of_eastasian_prejudice
3006,whew glad call hashtag_eastasiavirus thanks woke would want corona get offended,discussion_of_eastasian_prejudice
3007,communist china is rewriting history hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus,entity_directed_criticism
3008,since telling trust is racism hong konger urges american call virus chinese coronavirus otherwise will say virus is somewhere else hashtag_eastasiavirus hashtag_eastasiavirus,discussion_of_eastasian_prejudice
3009,calling hashtag_eastasiavirus is racist do care will continue call hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus started wuhan naming hashtag_eastasiavirus place origin is normal corona jokes are played anyway hashtag_eastasiavirus,discussion_of_eastasian_prejudice
3010,today mum asked whether virus came us coz read fake news pro hashtag_eastasia media will keep calling hashtag_eastasiavirus remind origin disease hashtag_eastasiavirus hashtag_virus,discussion_of_eastasian_prejudice
3011,today mum asked whether virus came us coz read fake news pro hashtag_eastasia media will keep calling hashtag_eastasiavirus remind origin disease hashtag_eastasiavirus hashtag_virus,discussion_of_eastasian_prejudice
3012,is racist is fact is hashtag_eastasiavirus hashtag_eastasiavirus,discussion_of_eastasian_prejudice
3013,is absolutely nothing call virus hong konger is nothing denied virus camespread china wuhan causes risk global health hashtag_eastasia hashtag_virus hashtag_eastasiavirus,discussion_of_eastasian_prejudice
3014, nancy virus originated china hence hashtag_eastasiavirus had originated washington dc would called ,discussion_of_eastasian_prejudice
3015,ccp chinese communist party government is lie new cases hashtag_eastasiavirus hashtag_eastasiavirus hashtag_virus really look latest video clip march hundreds people lined outside southwest xinan hospital chongqing get tested,entity_directed_criticism
3016,tainted generic drugs china are national security risk hashtag_eastasiavirus hashtag_eastasia hashtag_eastasia ,entity_directed_criticism
3017,rt nothing wrong see truth virus comes china is wrong with calling hashtag_eastasiavirus,discussion_of_eastasian_prejudice
3018,called hashtag_eastasiavirus hashtag_virusothercountry since start outbreak matter convention suddenly becomes racist calling wuhansars reminds  virus can deadly sars need alerted helps,discussion_of_eastasian_prejudice
3019,people are actually arguing whether name virus is racist think are ok people were really dropping dead left right one would concerned name virus racist  hashtag_eastasiavirus hashtag_eastasiavirus,discussion_of_eastasian_prejudice
3020,president xi is popular do police need sit people is balconies prevent screaming diatribes hashtag_eastasiavirus hashtag_eastasiavirus ,entity_directed_criticism
3021, virus originated china hence hashtag_eastasiavirus had originated dc would called ,discussion_of_eastasian_prejudice
3022,accused calling hashtag_eastasiavirus hashtag_eastasiavirus racist doing favour fellow hashtag_eastasiaers,discussion_of_eastasian_prejudice
3023,china sat virus outbreak months morally corrupt human would have brought light sooner wouldn have happened sit let adults handle hashtag_eastasiavirus,entity_directed_criticism
3024,pretty sure is exactly happened can allow hashtag_eastasia get away with pushing blame others is nomenclature matters hashtag_eastasiavirus is fair ,discussion_of_eastasian_prejudice
3025,calling hashtag_eastasiavirus hashtag_eastasiavirus is deffo suitable amp reasonable states virus originated china is nth do w racism counts racism mers german measles spanish flu ebola one speaks countries b,discussion_of_eastasian_prejudice
3026,chinese communist propagandist started calling term hashtag_eastasiavirus racist knew leftist morons were ignorant enough believe repeat  hashtag_eastasiavirus  hashtag_eastasiavirus ,entity_directed_criticism
3027,rt chinese also call hashtag_eastasiavirus hashtag_eastasiavirus is big deal telling truth is wei,discussion_of_eastasian_prejudice
3028,rt hashtag_eastasia always claims legitimate representative china hashtag_eastasiavirus can remind us ccp is respons,entity_directed_criticism
3029,leftists are offended names hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasia refused give samples is suspicious  are  against hashtag_eastasiavirus  abuses conflate hashtag_virus location is pragmatic knowledge,entity_directed_criticism
3030,china doesn like name hashtag_eastasiavirus ok change hashtag_eastasiavirus wuhan shouldn independent hashtag_eastasia,entity_directed_criticism
3031,seems like hashtag_eastasia doesn see hashtag_eastasiavirus big deal didn care wht happened hashtag_eastasia anymore don hk like  hashtag_eastasia,entity_directed_criticism
3032,virus created hashtag_eastasia hashtag_eastasia therefore calling hashtag_eastasiavirus even hashtag_eastasiavirus is is silly stupid people worry name serious problems need serious people ,discussion_of_eastasian_prejudice
3033,mr mccarthy say correctly is chinese coronavirus wuhan coronavirus support one speak truth  hashtag_eastasiavirus hashtag_eastasiavirus,discussion_of_eastasian_prejudice
3034,rt hashtag_virus should hashtag_eastasiavirus  wet market hashtag_eastasia is originated h,discussion_of_eastasian_prejudice
3035,world should reconsider decoupling local economies china putting ur eggs one basket aka relying china raw materials supply is never good idea states pay overrelying china  hashtag_eastasiavirus   hashtag_eastasia,entity_directed_criticism
3036,meanwhile hashtag_eastasias propaganda started say hashtag_virus came us is important indicate origin disease naming hashtag_eastasiavirus hashtag_eastasiavirus,entity_directed_criticism
3037,hong kong calling chinese coronavirus is absolutely ok anyone us thinks racist do can talk  hashtag_eastasiavirus,discussion_of_eastasian_prejudice
3038,hong kong calling chinese coronavirus is absolutely ok anyone us thinks racist do can talk  hashtag_eastasiavirus,discussion_of_eastasian_prejudice
3039, in hashtag_eastasia people are furious against autorities reports shanghaicontrary  launched hashtag_eastasia tries isell worldwide obfuscate  heavy responsibilities global disaster,entity_directed_criticism
3040,world know is originated china hashtag_eastasia is trying allude comes usa via lousy propaganda trick has blocked many us cos hashtag_eastasiawuhanvirus hashtag_eastasiavirus hashtag_eastasiavirus ,entity_directed_criticism
3041,don let ccp distort fact comes form wuhan don let people wuhan forgotten yes chinese calling hashtag_eastasiavirus virus hashtag_eastasiavirus,entity_directed_criticism
3042,yah do is hashtag_eastasiavirus did do enough early stop spread country suppressed information agree with,entity_directed_criticism
3043,austin says is hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus originated china,discussion_of_eastasian_prejudice
3044,countries amp people trusted suffering false announcements  hashtag_virus hashtag_virus hashtag_eastasiavirus hashtag_eastasiavirus,entity_directed_criticism
3045,hey guy do u know name ebola is matter said virus is come china is fact will keep calling hashtag_eastasiavirus hashtag_eastasiavirus,discussion_of_eastasian_prejudice
3046,americans aren buying democrats rhetoric trump administration is doing great job handling hashtag_eastasiavirus yes started china maybe lab racist call chinese virus facts are facts is hashtag_virus hashtag_eastasiavirus ,discussion_of_eastasian_prejudice
3047,fuck ass holes fucking hashtag_virus january ass holes hid world with deals with hashtag_eastasia go fuck hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasia  hashtag_virus hashtag_virus ass holes are killing people fuck,entity_directed_criticism
3048,thanks chinese communist party making hashtag_eastasiavirus hashtag_virus oh bytheway hashtag_eastasia is part communist china    hashtag_eastasia,entity_directed_criticism
3049,will cares puppet ccp never forgot late reporting didn stop citizens travelling intercities countries hashtag_eastasiavirus hashtag_eastasiavirus,entity_directed_criticism
3050,wow since xi has visited wuhan made everything look control can declare p word is rest world is responsible spreading nothing do with china nothing do with wuhan  hashtag_virus,entity_directed_criticism
3051,according wsj first case hashtag_eastasiavirus hashtag_eastasiavirus reported dec coverups drastic actions taken jan days later declared pheic is pandemic retaliate cn is irresponsibility behavior should do,entity_directed_criticism
3052,change daily basis back point will forever referring disease hashtag_eastasiavirus hashtag_eastasiavirus historical reasons bonus trigger saps like,discussion_of_eastasian_prejudice
3053,hashtag_virus hashtag_eastasiavirus hashtag_eastasiavirus hashtag_virus thanks hashtag_eastasia maybe did   hashtag_eastasia hide hashtag_eastasia hashtag_virus december would ,entity_directed_criticism
3054,is correct say hashtag_eastasiavirus simply couldn understand people protection free world can spare totalitarian hashtag_eastasia ccp is definitely trying evade responsibilities outbreak hashtag_eastasiavirus countries,entity_directed_criticism
3055,labels hashtag_eastasiavirus outbreak pandemic removing hashtag_eastasia name do think  hashtag_virus hashtag_eastasiavirus hashtag_virus,discussion_of_eastasian_prejudice
3056,with damning evidence silence international community call hashtag_eastasias irresponsible actions are threatening world is baffling points something nefarious altogether hashtag_eastasiavirus hashtag_eastasiavirus hashtag_virus,entity_directed_criticism
3057,have ccp sympathizers yelling  is racist gone,discussion_of_eastasian_prejudice
3058,labels hashtag_eastasiavirus outbreak hashtag_virus removing hashtag_eastasia name do think  hashtag_virus hashtag_eastasiavirus hashtag_virus,discussion_of_eastasian_prejudice
3059,little late should sued malpractice are corrupt waited long ban flights hashtag_eastasia china should held responsible cost associated with hashtag_virus lying world community since december hashtag_eastasiavirus,entity_directed_criticism
3060,calling hashtag_virus hashtag_eastasiavirus hashtag_eastasiavirus is naive china trying whitewash hashtag_virus links time grow stop linking everything politics,discussion_of_eastasian_prejudice
3061,are finding chinese communist party hid spread hashtag_eastasiavirus close two months endangering entire world democrat party leadership is worried whether racist call hashtag_virus hashtag_eastasiavirus,entity_directed_criticism
3062,facebook  screen delete comments like ccp do keep deleting proof  support hashtag_eastasia  hashtag_eastasia hashtag_eastasia hashtag_eastasiavirus hashtag_eastasiavirus,entity_directed_criticism
3063,chinese hashtag_virus oh rep grace meng mny is taiwanese descent apparently chosen ringleader faux outrage brigade harmless tweet hashtag_eastasiavirus hashtag_eastasiavirus   ,discussion_of_eastasian_prejudice
3064,hashtag_virusothercountry hashtag_eastasiavirus wouldn have like transparent beginning instead trying sweep shit rugs whole world is caught shit,entity_directed_criticism
3065,ccp says wuhan carry gratitude education among citizens whole city thank thank chinese communist party heed party walk with party create strong positive energy hashtag_eastasiavirus hashtag_eastasia,entity_directed_criticism
3066,hashtag_eastasiavirus is good name chinese government wants world forget hashtag_eastasiavirus originated china,discussion_of_eastasian_prejudice
3067,tedros stops licking ccp ass will have better chance fight hashtag_eastasiavirus hashtag_eastasiavirus  never praise taiwan fighting stopping virus are afraid ccp taiwan handles virus much better ccp,entity_directed_criticism
3068,really are dumber doorknob racist started hashtag_eastasia amp has called hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus amp with thousands getting sick amp dying trying spin racial attack ca do keep  office nancy,discussion_of_eastasian_prejudice
3069,hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus location epicenter stop turning name anything name  early many patients epicenter outbreak wuhan hubei province ,discussion_of_eastasian_prejudice
3070,rt someone also needs tell calling hashtag_eastasiavirus is racist,discussion_of_eastasian_prejudice
3071,hashtag_eastasiavirus hashtag_eastasiavirus have gotten past formalities  racist,discussion_of_eastasian_prejudice
3072,funny also helping economy with huge medical supplies orders hashtag_eastasiavirus,entity_directed_criticism
3073,dear stupid came china therefore is chinese virus quit calling everything racist came chicago would call chicago virus hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus,discussion_of_eastasian_prejudice
3074,do call hashtag_eastasiavirus hashtag_eastasiavirus today china will say virus comes us tomorrow,discussion_of_eastasian_prejudice
3075,another people should kick form us do say is racism ebola german measles spanish flu is problem name virus original hashtag_eastasiavirus hashtag_eastasiavirus is totally fine,discussion_of_eastasian_prejudice
3076,well done call is hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus,discussion_of_eastasian_prejudice
3077,utter horses hashtag_t does denigrate germans call german measles god sake grow work problem instead trying woke problem hashtag_eastasiavirus hashtag_eastasiavirus,discussion_of_eastasian_prejudice
3078,utter horses hashtag_t does denigrate germans call german measles god sake grow work problem instead trying woke problem hashtag_eastasiavirus hashtag_eastasiavirus,discussion_of_eastasian_prejudice
3079,is biggoted identify something originating source often do spew infectives regarding white people have basis fact hashtag_eastasiavirus hashtag_eastasiavirus,discussion_of_eastasian_prejudice
3080,can believe  chen qiushi is still missing well month really hope is ok hashtag_eastasia hashtag_eastasia hashtag_eastasia ccp need policing selfs,entity_directed_criticism
3081,hashtag_eastasiavirus is probably also approved  hashtag_eastasiavirus,discussion_of_eastasian_prejudice
3082,make well though may well correct point made is chris hayes does think gross name diseases regions is sensitive comes hashtag_eastasias hashtag_eastasiavirus see hashtag_eastasiavirus hashtag_eastasiavirus point benefactors,discussion_of_eastasian_prejudice
3083,is china globally censured due poor handling have pandemic hand hashtag_eastasiavirus,entity_directed_criticism
3084,r big nations addressing elephant room china has epicenter deadly outbreaks last decades lives lost fear suffering lockdown slowdownchina should get sanctionsagree hashtag_virus hashtag_eastasiavirus,entity_directed_criticism
3085,seems rightwingers us have alternative name hashtag_virus hashtag_eastasiavirus can believe sh trumpland,discussion_of_eastasian_prejudice
3086,rt calling hashtag_eastasiavirus wuhan virus is racist quote china deserves connected virus it,discussion_of_eastasian_prejudice
3087,nothing bigoted misinformation calling hashtag_eastasiavirus chinese hashtag_virus hashtag_eastasiavirus pelosi race baiter factual wuhan china is originated patients also every major media outlet calling last week pc police memo,discussion_of_eastasian_prejudice
3088,due respect virus started wuhan china hashtag_eastasia world will call hashtag_eastasiavirus,discussion_of_eastasian_prejudice
3089,hashtag_eastasiavirus hashtag_eastasiavirus please do call hashtag_virus hashtag_virus sick political bull ignoring prior naming conventions,discussion_of_eastasian_prejudice
3090,rt lmao is racist virus developed amp spread hashtag_eastasia hashtag_eastasia is hashtag_eastasiavirus c,discussion_of_eastasian_prejudice
3091,little late shame china ruled ccp should held accountable hashtag_eastasiavirus pandemic need penalized,entity_directed_criticism
3092,also maybe focus hand washing social distancing instead worrying people calling hashtag_virus  thought,discussion_of_eastasian_prejudice
3093,regarding hashtag_virus  hashtag_eastasiavirus learn isoft power ccp succeeds propogandizing westerners,entity_directed_criticism
3094,today mum asked whether virus came us coz read fake news pro hashtag_eastasia media will keep calling hashtag_eastasiavirus remind origin disease hashtag_eastasiavirus hashtag_virus,discussion_of_eastasian_prejudice
3095,hashtag_eastasia president hashtag_eastasia arrived hashtag_eastasia inspect prevention control efforts   changing language does change anything virus is behaving hope will change countries tackle  credit cctn,discussion_of_eastasian_prejudice
3096,hashtag_eastasia hashtag_eastasia is demand sell dead live animals including fish birds hygiene standards are difficult maintain live animals are kept butchered site  hashtag_eastasia hashtag_eastasiavirus hashtag_virus ,entity_directed_criticism
3097,are literal moron describing wuhan coronavirus is racist is proper description get grip hashtag_eastasiavirus hashtag_eastasiavirus ,discussion_of_eastasian_prejudice
3098,do have problem with hashtag_eastasiavirus  hashtag_eastasiavirus etc tags hashtag_virus virus descriptor do recall  bitching moaning last years hashtag_virus perhaps neither should hashtag_eastasia people claiming ,discussion_of_eastasian_prejudice
3099,hashtag_eastasia has given  great talking point calling hashtag_eastasiavirus hashtag_eastasiavirus is racist ridiculous came amp did let world know abt countries could have prepared   ,entity_directed_criticism
3100,hashtag_eastasia tried mislead ppls believe hashtag_eastasiavirus originated united states is unacceptable ridiculous virus absolutely definitely originated hashtag_eastasia hashtag_eastasia  ,entity_directed_criticism
3101,coronavirus wuhan doctor says officials muzzled sharing report wechat interesting utterly selfserving every government is pandemic times save people first please  hashtag_eastasiavirus,entity_directed_criticism
3102,guess word police educate virus came biolab hashtag_eastasia is hashtag_eastasiavirus hashtag_eastasiavirus,discussion_of_eastasian_prejudice
3103,origin outbreak is always part name need informed hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus,discussion_of_eastasian_prejudice
3104,spain are racist call spanish flu wasn even originated  hashtag_eastasiavirus hashtag_eastasiavirus ,discussion_of_eastasian_prejudice
3105,called china coronavirus amp wuhan virus amp china virus heck terms are trending outrage did exact thing republican said wolves descend political hypocrisy hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus,discussion_of_eastasian_prejudice
3106,hoping rest world is coming understand folly allowing much supply chain rest china is virustainted hands is first time will last hashtag_eastasiavirus hashtag_virus hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus,entity_directed_criticism
3107,two disgusting unhinged fools   can contain going against  speech hashtag_virus hashtag_virus critiqued saying hashtag_virusothercountry yet sicko is  have used hashtag_eastasiavirus countless times stop insanity amp anger,discussion_of_eastasian_prejudice
3108,curious know does   kill hashtag_virus  hashtag_sarscov hashtag_coronavirus are official names accepted twitter hashtag_s virus do insist calling hashtag_eastasiavirus italy is epicenter,discussion_of_eastasian_prejudice
3109,trump is right race baiting clown hashtag_eastasiavirus did cry obama called ebola virus considered foreign virus,discussion_of_eastasian_prejudice
3110,watch call hashtag_eastasiavirus hashtag_eastasiavirus call racist call,discussion_of_eastasian_prejudice
3111,government is responsible hashtag_virus getting control soon knew going china should stop transportation hashtag_eastasia hashtag_eastasiavirus,entity_directed_criticism
3112,do believe calling hashtag_eastasiavirus hashtag_virusothercountry is  started china china is foreign is foreign virus suggest ix xenophobic is lunacy  needs get grip  runs deep grasshopper,discussion_of_eastasian_prejudice
3113,campaign nothank xi jinping flatly rejected wuhan citizens communist party is propaganda efforts powerless face coronavirus anger hashtag_virus hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus,entity_directed_criticism
3114,hashtag_virus is one thing take away mess is free press is absolutely necessary democracy function china jailed journalists doctors first reported outbreak hashtag_eastasia do forget,entity_directed_criticism
3115,is notorious kowtowing china causing countless people infected hashtag_eastasiavirus hashtag_eastasiavirus companies organization shouldn assist china oppression kowtowing china,entity_directed_criticism
3116,donald trump has saying china is biggest threat years one believed has sounding alarm joe biden said china is threat ilan says racist blame china  hashtag_eastasiavirus via,discussion_of_eastasian_prejudice
3117,late is notorious cause countless infected speaking covering china hashtag_eastasiavirus hashtag_eastasiavirus,entity_directed_criticism
3118,racist called hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus did call wife racist sat watch,discussion_of_eastasian_prejudice
3119,hashtag_eastasiavirus originated hashtag_eastasia hashtag_eastasia tired hide yeah worried hashtag_eastasia think,discussion_of_eastasian_prejudice
3120,are embarrassing liddell  adam clueless schiff cornavirus originated wuhan china is fact will call nothe wuhan china cornavirus is xenophobic racist is accurate period  hashtag_eastasiavirus,discussion_of_eastasian_prejudice
3121,is questions is hashtag_eastasiavirus hashtag_eastasiavirus like spanish flu long time ago stop trying control language,discussion_of_eastasian_prejudice
3122,let make clear coronavirus originated calling hashtag_eastasiavirus failed do job making clear timely statement right beginning submission hashtag_eastasia defund organization fire tedros,entity_directed_criticism
3123,did show whole drama last night edited like ccp has done great job containing hashtag_eastasiavirus   propaganda never stops shame local media help spread fake news,entity_directed_criticism
3124,coz hashtag_eastasia  are hiding real situation hashtag_eastasiavirus pls go buy protection gear stay safe wuhancoronavirus ,entity_directed_criticism
3125,rt hashtag_eastasiavirus with lacking daily food sources hashtag_eastasia locked city ridiculous corona king,entity_directed_criticism
3126,can do anymore caused panic destroying economy election economy one thing admittedly couldn win convenient amp fucking assholes are talking saying hashtag_eastasiavirus is xenophobic liberals are fucking trash,discussion_of_eastasian_prejudice
3127,came china china block us investigating hashtag_eastasia threatens withhold medicine time  hashtag_eastasia hashtag_eastasia hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus,entity_directed_criticism
3128,supposed mean anything made fact based decisions  clearly taking instructions hashtag_eastasia lying hashtag_eastasiavirus will start end globalism,entity_directed_criticism
3129,nutjob  like jim everyone else know sane people hashtag_eastasiavirus started hashtag_eastasia color racist hashtag_eastasiavirus,discussion_of_eastasian_prejudice
3130,world is fighting hashtag_eastasiavirus hk government police focus mass arrest   sigh hashtag_eastasia,entity_directed_criticism
3131,hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus is racist people do even know word racism means anymore crazy liberals label everything racist,discussion_of_eastasian_prejudice
3132,hey morns watch praising china effectively containing hashtag_eastasiavirus amp dragging india,entity_directed_criticism
3133,hashtag_eastasiavirus hashtag_eastasiavirus coronavirus important make clear communications hashtag_eastasia is working overtime convince population hashtag_eastasiavirus came united states,entity_directed_criticism
3134,don let hashtag_eastasia hashtag_eastasia muddy water is hashtag_eastasiavirus  ccp output virus dec ,entity_directed_criticism
3135,chinese tourists became first hashtag_virus patients hospitalized  were quarantined home country instead traveling world perhaps would have hashtag_virusothercountry  today hashtag_eastasiavirus hashtag_eastasiavirus ,entity_directed_criticism
3136,dummy came wuhan china hashtag_eastasiavirus,discussion_of_eastasian_prejudice
3137,hashtag_eastasiavirus need take responsibility virus,entity_directed_criticism
3138,is hashtag_eastasiavirus hashtag_eastasiavirus stop politically correct bs asia do find offensive,discussion_of_eastasian_prejudice
3139,let is make simple first case coronavirus reported happened wuhan china peopel call hashtag_eastasiavirus hashtag_eastasiavirus fair enough do snowflake,discussion_of_eastasian_prejudice
3140,careful using term mob will call bigoted racist hashtag_eastasiavirus hashtag_eastasiavirus is exactly is,discussion_of_eastasian_prejudice
3141,china are responsible mess were alerted beginning outbreak could have saved lives elderly lives matter much anyone hashtag_virus hashtag_eastasiavirus hashtag_eastasiavirus,entity_directed_criticism
3142,did come with xenophobia virus started china blue check should taken away hashtag_eastasiavirus hashtag_eastasiavirus,discussion_of_eastasian_prejudice
3143,china is origin virus action responding virus make virus worldwidely spread china should bear responsibility hashtag_eastasiavirus,entity_directed_criticism
3144,serious implications opening hashtag_eastasiavirus epicenter without much thought tread carefully ccp do start second wave,entity_directed_criticism
3145,hashtag_virus is fine use is hashtag_eastasiavirus hashtag_eastasiavirus thank ,discussion_of_eastasian_prejudice
3146,racist acknowledge pandemic originated matter origins though hashtag_virus makes best case keeping supply chains local divesting countries like hashtag_eastasia   ,discussion_of_eastasian_prejudice
3147,have zero tolerance racism kind also refuse let chinese communist party sympathizers take charge narrative decide racist image  hashtag_eastasiavirus,discussion_of_eastasian_prejudice
3148,everyone shall understand is necessary change hashtag_eastasiavirus covid will see hashtag_eastasia keeps playing role outbreak promotes totalitarianism reacts better democracy situation world,entity_directed_criticism
3149,know facts hurt are still facts came wuhan china hashtag_eastasiavirus hashtag_eastasiavirus,discussion_of_eastasian_prejudice
3150,is tweeting racist facts hashtag_eastasiavirus is jimbo ima hack acosta,discussion_of_eastasian_prejudice
3151,let die pc correct yep leftist media is telling us politically correct way refer virus committed racist sin days ago like should main focus hashtag_eastasiavirus hashtag_eastasiavirus,discussion_of_eastasian_prejudice
3152,party have lost minds one virus first found china thus calling hashtag_eastasiavirus hashtag_eastasiavirus has nothing do with race country origin ignorance,discussion_of_eastasian_prejudice
3153,chinese government created bomb everything began with intentional cover outbreak wuhan december hashtag_eastasiavirus hashtag_virus,entity_directed_criticism
3154,hmmm could explain asian flu wait doesn  go better understand asian flu name german measles,discussion_of_eastasian_prejudice
3155, can tell are kidding even spreading propaganda hashtag_virus origin us japan  hashtag_eastasia spreading hashtag_eastasiavirus world hashtag_eastasia covering truth beginning,entity_directed_criticism
3156,hashtag_eastasiavirus wuhan mar people unveils gov uses garbage truck transport frozen pork city happens days people complains foodpacks are expensive amp meat doesnt align w gov direction gov pressure provides meat revenge like common norm,entity_directed_criticism
3157,don need hashtag_eastasiavirus china claims are strong nation don tell have found vaccine medicine hashtag_eastasia,entity_directed_criticism
3158,narrative fed everywhere somehow hashtag_eastasia is responsible global pandemic don fooled china tried hide month allowed affected citizens travel globally hashtag_virus is hashtag_eastasiavirus,entity_directed_criticism
3159,did is solid ratio post pulling racist card hashtag_eastasiavirus joke people stop  hashtag_eastasiavirus hashtag_virus hashtag_virus hashtag_virus,discussion_of_eastasian_prejudice
3160,communist chinese put ethnic minorities concentration camps forces pick cotton make clothes adidas nike wants know racist say hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus hashtag_virus hashtag_virus hashtag_virus hashtag_eastasia hashtag_eastasia,entity_directed_criticism
3161,rt came hashtag_eastasia can called hashtag_eastasiavirus hashtag_eastasiavirus shoukd remember is hashtag_eastasia cover,discussion_of_eastasian_prejudice
3162,wow is idiot want go dbags say calling virus hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus  anything everything irritate crap,discussion_of_eastasian_prejudice
3163,deadly coronavirus began spread beijing wasted critical resource fight trust hashtag_eastasiavirus hashtag_eastasiavirus,entity_directed_criticism
3164,wtf comes china course can called hashtag_eastasiavirus amp hashtag_eastasiavirus,discussion_of_eastasian_prejudice
3165,ccp covered outbreak dec moment chinese media attempts change facts china spreading hashtag_eastasiavirus world shift responsibility countries shame world is watching china,entity_directed_criticism
3166,is hashtag_eastasiavirus request people use politically ethically correct name alternatively hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus are also fine,discussion_of_eastasian_prejudice
3167,can believe is happening tulips are going complain hashtag_eastasiavirus called foreign disease low have slipped ,discussion_of_eastasian_prejudice
3168,glad medical product is come china buy way have threatened withhold us   hashtag_virus hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasia hashtag_virus   hashtag_virusothercountry hashtag_eastasia  hashtag_eastasia hashtag_virusothercountry ,entity_directed_criticism
3169,years still is ok call hashtag_virus racist call hashtag_eastasiavirus hashtag_eastasiavirus,discussion_of_eastasian_prejudice
3170,is foreign virus started china spread largely globally air boat travel  is right hashtag_eastasiavirus hashtag_eastasiavirus let call is,discussion_of_eastasian_prejudice
3171,hashtag_eastasiavirus hashtag_virus hashtag_eastasiavirus is  called  amp is evidence words   pandemic exercise segment of intro medical countermeasures mcm discussion,discussion_of_eastasian_prejudice
3172, travesty china did alert world hashtag_eastasiavirus thousand had travelled china celebrate chinese new year january th allowing hashtag_eastasiavirus spread around world intentional coincidence ,entity_directed_criticism
3173,is exactly must continue identify virus hashtag_eastasiavirus hashtag_eastasiavirus left wants trump virus,discussion_of_eastasian_prejudice
3174,ask could have chance obtain citizen freedom world uk usa will still wan na propaganda hashtag_eastasia hashtag_eastasiavirus is china course can named hashtag_eastasiavirus,entity_directed_criticism
3175,dems are triggered names hashtag_eastasiavirus hashtag_eastasiavirus,discussion_of_eastasian_prejudice
3176,rt hashtag_eastasia is definitely reasonable hashtag_virus is hashtag_eastasia tried cover failed world is n,entity_directed_criticism
3177,hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus racist is started don want eat chinese food don have none is racist gim f n break,discussion_of_eastasian_prejudice
3178,history generation hashtag_virus hashtag_eastasiavirus hashtag_eastasiavirus,discussion_of_eastasian_prejudice
3179,funny liberals won call hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus bec racist good oldfashioned ingrained hate antisemitism against jews is never,discussion_of_eastasian_prejudice
